slug,name,h1,seo_title,seo_description,full_gost_name,grade,group_name,thickness_mm,width_mm,state,surface,gost,price_per_kg,lead_time,image_filename
lenta-1-0x30-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,0х30 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,0х30 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.0,30,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-0x30-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-0x40-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,0х40 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,0х40 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.0,40,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-0x40-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-0x50-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,0х50 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,0х50 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.0,50,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-0x50-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-0x60-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,0х60 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,0х60 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.0,60,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-0x60-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-0x75-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,0х75 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,0х75 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.0,75,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-0x75-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-0x80-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,0х80 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,0х80 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.0,80,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-0x80-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-0x100-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,0х100 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,0х100 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.0,100,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-0x100-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-0x120-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,0х120 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,0х120 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.0,120,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-0x120-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-0x150-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,0х150 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,0х150 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.0,150,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-0x150-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-0x200-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,0х200 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,0х200 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.0,200,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-0x200-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-0x250-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,0х250 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,0х250 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.0,250,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-0x250-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x3-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х3 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х3 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,3,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x3-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x5-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х5 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х5 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,5,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x5-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x8-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х8 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х8 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,8,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x8-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x10-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х10 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х10 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,10,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x10-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x15-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х15 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х15 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,15,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x15-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x20-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х20 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х20 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,20,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x20-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x25-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х25 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х25 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,25,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x25-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x30-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х30 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х30 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,30,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x30-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x40-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х40 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х40 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,40,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x40-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x50-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х50 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х50 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,50,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x50-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x60-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х60 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х60 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,60,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x60-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x75-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х75 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х75 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,75,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x75-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x80-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х80 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х80 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,80,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x80-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x100-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х100 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х100 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,100,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x100-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x120-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х120 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х120 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,120,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x120-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x150-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х150 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х150 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,150,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x150-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x200-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х200 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х200 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,200,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x200-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-2x250-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,2х250 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,2х250 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.2,250,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-2x250-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x3-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х3 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х3 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,3,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x3-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x5-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х5 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х5 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,5,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x5-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x8-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х8 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х8 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,8,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x8-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x10-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х10 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х10 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,10,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x10-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x15-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х15 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х15 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,15,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x15-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x20-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х20 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х20 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,20,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x20-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x25-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х25 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х25 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,25,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x25-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x30-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х30 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х30 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,30,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x30-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x40-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х40 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х40 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,40,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x40-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x50-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х50 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х50 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,50,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x50-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x60-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х60 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х60 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,60,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x60-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x75-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х75 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х75 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,75,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x75-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x80-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х80 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х80 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,80,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x80-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x100-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х100 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х100 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,100,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x100-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x120-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х120 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х120 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,120,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x120-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x150-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х150 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х150 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,150,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x150-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x200-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х200 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х200 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,200,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x200-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-1-5x250-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 1,5х250 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 1,5х250 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,1.5,250,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-1-5x250-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-2-0x3-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 2,0х3 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 2,0х3 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,2.0,3,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-2-0x3-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-2-0x5-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 2,0х5 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 2,0х5 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,2.0,5,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-2-0x5-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-2-0x8-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 2,0х8 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 2,0х8 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,2.0,8,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-2-0x8-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-2-0x10-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 2,0х10 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 2,0х10 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,2.0,10,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-2-0x10-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-2-0x15-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 2,0х15 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 2,0х15 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,2.0,15,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-2-0x15-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
lenta-2-0x20-mm-ei814-17khngt-nagartovannaya-gost-14117-85,"Лента 2,0х20 мм ЭИ814 (17ХНГТ) нагартованная ГОСТ 14117-85",сам впишу,сам впишу,сам впишу,"Лента 2,0х20 ЭИ814 (17ХНГТ)-Н-НТ-3-В ГОСТ 14117-85",ЭИ814 (17ХНГТ),Прецизионные сплавы,2.0,20,Нагартованная,Обычная,ГОСТ 14117-85,,Под заказ,lenta-2-0x20-mm-ei814-17khngt-nagartovannaya-gost-14117-85.jpg
